,NAME,STATION,DATE,year,month,day,TMIN,TMAX,TAVG,PRCP,SNWD
10749,"MENDOZA AERO, AR",AR000087418,1987-10-25,1987,10,25,11.9,22.7,17.1,0.0,0.0
10750,"MENDOZA AERO, AR",AR000087418,1987-10-26,1987,10,26,12.7,20.9,15.9,0.0,0.0
10751,"MENDOZA AERO, AR",AR000087418,1987-10-27,1987,10,27,8.5,27.1,19.4,0.0,0.0
10752,"MENDOZA AERO, AR",AR000087418,1987-10-28,1987,10,28,13.2,32.5,22.6,0.0,0.0
10753,"MENDOZA AERO, AR",AR000087418,1987-10-29,1987,10,29,15.0,34.6,24.8,0.0,0.0
10754,"MENDOZA AERO, AR",AR000087418,1987-10-30,1987,10,30,17.5,31.0,26.1,0.0,0.0
10755,"MENDOZA AERO, AR",AR000087418,1987-10-31,1987,10,31,18.8,31.0,25.2,0.0,0.0
10756,"MENDOZA AERO, AR",AR000087418,1987-11-01,1987,11,1,13.2,26.1,20.8,0.0,0.0
10757,"MENDOZA AERO, AR",AR000087418,1987-11-02,1987,11,2,14.7,24.5,20.8,0.0,0.0
10758,"MENDOZA AERO, AR",AR000087418,1987-11-03,1987,11,3,13.4,21.1,17.9,1.0,0.0
10759,"MENDOZA AERO, AR",AR000087418,1987-11-04,1987,11,4,13.5,18.0,15.4,2.0,0.0
10760,"MENDOZA AERO, AR",AR000087418,1987-11-05,1987,11,5,11.2,19.6,14.1,9.9,0.0
10761,"MENDOZA AERO, AR",AR000087418,1987-11-06,1987,11,6,10.9,23.8,16.9,0.0,0.0
10762,"MENDOZA AERO, AR",AR000087418,1987-11-07,1987,11,7,12.5,29.2,19.9,0.0,0.0
10763,"MENDOZA AERO, AR",AR000087418,1987-11-08,1987,11,8,13.3,27.1,23.9,0.0,0.0
10764,"MENDOZA AERO, AR",AR000087418,1987-11-09,1987,11,9,12.5,29.5,21.0,0.0,0.0
10765,"MENDOZA AERO, AR",AR000087418,1987-11-10,1987,11,10,14.7,31.6,22.1,0.0,0.0
10766,"MENDOZA AERO, AR",AR000087418,1987-11-11,1987,11,11,18.1,27.4,24.1,0.0,0.0
10767,"MENDOZA AERO, AR",AR000087418,1987-11-12,1987,11,12,13.8,29.7,21.7,0.0,0.0
10768,"MENDOZA AERO, AR",AR000087418,1987-11-13,1987,11,13,17.0,28.8,23.2,0.0,0.0
10769,"MENDOZA AERO, AR",AR000087418,1987-11-14,1987,11,14,12.7,32.7,21.9,0.0,0.0
10770,"MENDOZA AERO, AR",AR000087418,1987-11-15,1987,11,15,18.2,28.0,24.3,0.0,0.0
10771,"MENDOZA AERO, AR",AR000087418,1987-11-16,1987,11,16,15.8,34.6,24.8,0.0,0.0
10772,"MENDOZA AERO, AR",AR000087418,1987-11-17,1987,11,17,19.2,34.8,27.5,0.0,0.0
10773,"MENDOZA AERO, AR",AR000087418,1987-11-18,1987,11,18,17.8,28.7,23.0,0.0,0.0
10774,"MENDOZA AERO, AR",AR000087418,1987-11-19,1987,11,19,14.3,27.0,20.1,0.0,0.0
10775,"MENDOZA AERO, AR",AR000087418,1987-11-20,1987,11,20,17.5,28.0,21.9,0.0,0.0
10776,"MENDOZA AERO, AR",AR000087418,1987-11-21,1987,11,21,16.6,27.5,22.1,0.0,0.0
10777,"MENDOZA AERO, AR",AR000087418,1987-11-22,1987,11,22,14.8,31.3,22.6,0.0,0.0
10778,"MENDOZA AERO, AR",AR000087418,1987-11-23,1987,11,23,17.9,26.9,21.7,0.5,0.0
10779,"MENDOZA AERO, AR",AR000087418,1987-11-24,1987,11,24,14.6,30.0,21.5,1.0,0.0
10780,"MENDOZA AERO, AR",AR000087418,1987-11-25,1987,11,25,16.2,32.7,24.3,0.0,0.0
10781,"MENDOZA AERO, AR",AR000087418,1987-11-26,1987,11,26,18.6,34.5,26.8,0.0,0.0
10782,"MENDOZA AERO, AR",AR000087418,1987-11-27,1987,11,27,19.6,34.5,27.3,0.0,0.0
10783,"MENDOZA AERO, AR",AR000087418,1987-11-28,1987,11,28,19.7,38.5,28.8,0.0,0.0
10784,"MENDOZA AERO, AR",AR000087418,1987-11-29,1987,11,29,21.3,40.6,31.3,0.0,0.0
10785,"MENDOZA AERO, AR",AR000087418,1987-11-30,1987,11,30,26.2,38.3,30.6,0.0,0.0
10786,"MENDOZA AERO, AR",AR000087418,1987-12-01,1987,12,1,24.7,34.6,31.2,0.0,0.0
10787,"MENDOZA AERO, AR",AR000087418,1987-12-02,1987,12,2,19.7,30.6,26.0,0.0,0.0
10788,"MENDOZA AERO, AR",AR000087418,1987-12-03,1987,12,3,18.2,28.4,24.4,0.0,0.0
10789,"MENDOZA AERO, AR",AR000087418,1987-12-04,1987,12,4,19.1,30.6,24.8,0.0,0.0
10790,"MENDOZA AERO, AR",AR000087418,1987-12-05,1987,12,5,15.2,34.6,25.6,0.0,0.0
10791,"MENDOZA AERO, AR",AR000087418,1987-12-06,1987,12,6,16.0,25.5,20.8,0.0,0.0
10792,"MENDOZA AERO, AR",AR000087418,1987-12-07,1987,12,7,11.4,29.6,21.2,0.0,0.0
10793,"MENDOZA AERO, AR",AR000087418,1987-12-08,1987,12,8,12.2,30.4,22.7,0.0,0.0
10794,"MENDOZA AERO, AR",AR000087418,1987-12-09,1987,12,9,14.5,35.6,24.5,0.0,0.0
10795,"MENDOZA AERO, AR",AR000087418,1987-12-10,1987,12,10,18.5,35.5,27.4,0.0,0.0
10796,"MENDOZA AERO, AR",AR000087418,1987-12-11,1987,12,11,17.6,27.8,23.4,0.0,0.0
10797,"MENDOZA AERO, AR",AR000087418,1987-12-12,1987,12,12,14.4,31.7,22.6,0.0,0.0
10798,"MENDOZA AERO, AR",AR000087418,1987-12-13,1987,12,13,17.9,33.5,25.1,0.0,0.0
10799,"MENDOZA AERO, AR",AR000087418,1987-12-14,1987,12,14,19.0,28.8,24.9,0.0,0.0
10800,"MENDOZA AERO, AR",AR000087418,1987-12-15,1987,12,15,15.5,34.5,24.3,0.0,0.0
10801,"MENDOZA AERO, AR",AR000087418,1987-12-16,1987,12,16,17.5,34.5,23.2,0.0,0.0
10802,"MENDOZA AERO, AR",AR000087418,1987-12-17,1987,12,17,10.0,26.9,19.1,0.0,0.0
10803,"MENDOZA AERO, AR",AR000087418,1987-12-18,1987,12,18,12.9,30.2,22.1,0.0,0.0
10804,"MENDOZA AERO, AR",AR000087418,1987-12-19,1987,12,19,13.8,31.6,24.4,0.0,0.0
10805,"MENDOZA AERO, AR",AR000087418,1987-12-20,1987,12,20,14.9,26.0,20.2,0.0,0.0
10806,"MENDOZA AERO, AR",AR000087418,1987-12-21,1987,12,21,13.2,32.0,22.4,0.0,0.0
10807,"MENDOZA AERO, AR",AR000087418,1987-12-22,1987,12,22,17.3,32.9,24.9,0.0,0.0
10808,"MENDOZA AERO, AR",AR000087418,1987-12-23,1987,12,23,18.2,34.8,26.4,0.0,0.0
10809,"MENDOZA AERO, AR",AR000087418,1987-12-24,1987,12,24,19.0,29.0,24.2,0.0,0.0
10810,"MENDOZA AERO, AR",AR000087418,1987-12-25,1987,12,25,18.8,31.5,24.0,0.0,0.0
10811,"MENDOZA AERO, AR",AR000087418,1987-12-26,1987,12,26,17.0,20.5,19.7,2.0,0.0
10812,"MENDOZA AERO, AR",AR000087418,1987-12-27,1987,12,27,15.7,20.1,17.6,2.0,0.0
10813,"MENDOZA AERO, AR",AR000087418,1987-12-28,1987,12,28,17.1,27.0,20.8,0.0,0.0
10814,"MENDOZA AERO, AR",AR000087418,1987-12-29,1987,12,29,13.3,27.2,18.8,11.9,0.0
10815,"MENDOZA AERO, AR",AR000087418,1987-12-30,1987,12,30,15.3,32.8,23.9,0.0,0.0
10816,"MENDOZA AERO, AR",AR000087418,1987-12-31,1987,12,31,17.5,37.5,27.9,0.0,0.0
10817,"MENDOZA AERO, AR",AR000087418,1988-01-01,1988,1,1,21.8,37.0,29.2,0.0,0.0
10818,"MENDOZA AERO, AR",AR000087418,1988-01-02,1988,1,2,25.0,34.5,29.9,0.0,0.0
10819,"MENDOZA AERO, AR",AR000087418,1988-01-03,1988,1,3,22.6,34.4,28.8,0.0,0.0
10820,"MENDOZA AERO, AR",AR000087418,1988-01-04,1988,1,4,21.8,34.1,27.4,0.0,0.0
10821,"MENDOZA AERO, AR",AR000087418,1988-01-05,1988,1,5,23.0,30.3,26.7,0.0,0.0
10822,"MENDOZA AERO, AR",AR000087418,1988-01-06,1988,1,6,16.2,31.3,25.0,0.0,0.0
10823,"MENDOZA AERO, AR",AR000087418,1988-01-07,1988,1,7,16.6,35.0,25.2,0.0,0.0
10824,"MENDOZA AERO, AR",AR000087418,1988-01-08,1988,1,8,23.8,34.8,29.1,0.0,0.0
10825,"MENDOZA AERO, AR",AR000087418,1988-01-09,1988,1,9,19.5,39.6,29.8,0.0,0.0
10826,"MENDOZA AERO, AR",AR000087418,1988-01-10,1988,1,10,23.7,34.0,29.8,0.0,0.0
10827,"MENDOZA AERO, AR",AR000087418,1988-01-11,1988,1,11,19.7,30.4,26.7,0.0,0.0
10828,"MENDOZA AERO, AR",AR000087418,1988-01-12,1988,1,12,17.6,34.1,25.1,0.0,0.0
10829,"MENDOZA AERO, AR",AR000087418,1988-01-13,1988,1,13,19.2,29.9,25.2,0.0,0.0
10830,"MENDOZA AERO, AR",AR000087418,1988-01-14,1988,1,14,17.2,27.4,22.5,0.0,0.0
10831,"MENDOZA AERO, AR",AR000087418,1988-01-15,1988,1,15,15.4,33.0,24.3,0.0,0.0
10832,"MENDOZA AERO, AR",AR000087418,1988-01-16,1988,1,16,18.8,32.2,26.9,0.0,0.0
10833,"MENDOZA AERO, AR",AR000087418,1988-01-17,1988,1,17,19.7,31.5,25.3,0.0,0.0
10834,"MENDOZA AERO, AR",AR000087418,1988-01-18,1988,1,18,17.8,32.9,26.3,0.0,0.0
10835,"MENDOZA AERO, AR",AR000087418,1988-01-19,1988,1,19,19.7,29.3,23.5,0.0,0.0
10836,"MENDOZA AERO, AR",AR000087418,1988-01-20,1988,1,20,14.7,32.5,24.4,0.0,0.0
10837,"MENDOZA AERO, AR",AR000087418,1988-01-21,1988,1,21,13.7,29.7,23.6,0.0,0.0
10838,"MENDOZA AERO, AR",AR000087418,1988-01-22,1988,1,22,14.2,32.6,23.6,0.0,0.0
10839,"MENDOZA AERO, AR",AR000087418,1988-01-23,1988,1,23,17.9,33.2,25.4,0.0,0.0
10840,"MENDOZA AERO, AR",AR000087418,1988-01-24,1988,1,24,18.7,34.1,26.2,0.0,0.0
10841,"MENDOZA AERO, AR",AR000087418,1988-01-25,1988,1,25,17.7,31.1,24.8,0.0,0.0
10842,"MENDOZA AERO, AR",AR000087418,1988-01-26,1988,1,26,18.6,34.0,27.2,0.0,0.0
10843,"MENDOZA AERO, AR",AR000087418,1988-01-27,1988,1,27,20.7,34.0,27.9,0.0,0.0
10844,"MENDOZA AERO, AR",AR000087418,1988-01-28,1988,1,28,21.6,31.7,25.1,0.0,0.0
10845,"MENDOZA AERO, AR",AR000087418,1988-01-29,1988,1,29,15.6,29.9,23.8,0.0,0.0
10846,"MENDOZA AERO, AR",AR000087418,1988-01-30,1988,1,30,12.2,22.5,17.2,0.0,0.0
10847,"MENDOZA AERO, AR",AR000087418,1988-01-31,1988,1,31,11.0,28.1,19.8,0.0,0.0
10848,"MENDOZA AERO, AR",AR000087418,1988-02-01,1988,2,1,14.8,31.6,23.1,0.0,0.0
10849,"MENDOZA AERO, AR",AR000087418,1988-02-02,1988,2,2,16.3,32.6,23.7,0.0,0.0
10850,"MENDOZA AERO, AR",AR000087418,1988-02-03,1988,2,3,16.6,27.8,23.6,0.0,0.0
10851,"MENDOZA AERO, AR",AR000087418,1988-02-04,1988,2,4,13.3,30.5,22.3,0.0,0.0
10852,"MENDOZA AERO, AR",AR000087418,1988-02-05,1988,2,5,15.8,32.1,24.2,0.0,0.0
10853,"MENDOZA AERO, AR",AR000087418,1988-02-06,1988,2,6,17.0,33.5,25.2,0.0,0.0
10854,"MENDOZA AERO, AR",AR000087418,1988-02-07,1988,2,7,17.0,35.2,26.1,0.0,0.0
10855,"MENDOZA AERO, AR",AR000087418,1988-02-08,1988,2,8,17.0,35.6,26.8,0.0,0.0
10856,"MENDOZA AERO, AR",AR000087418,1988-02-09,1988,2,9,17.8,30.3,24.3,0.0,0.0
10857,"MENDOZA AERO, AR",AR000087418,1988-02-10,1988,2,10,16.8,25.0,20.1,0.0,0.0
10858,"MENDOZA AERO, AR",AR000087418,1988-02-11,1988,2,11,16.9,28.2,22.1,0.0,0.0
10859,"MENDOZA AERO, AR",AR000087418,1988-02-12,1988,2,12,13.8,28.6,20.6,14.0,0.0
10860,"MENDOZA AERO, AR",AR000087418,1988-02-13,1988,2,13,17.3,30.9,25.7,0.0,0.0
10861,"MENDOZA AERO, AR",AR000087418,1988-02-14,1988,2,14,15.8,26.4,21.1,19.1,0.0
10862,"MENDOZA AERO, AR",AR000087418,1988-02-15,1988,2,15,15.2,28.5,22.3,0.0,0.0
10863,"MENDOZA AERO, AR",AR000087418,1988-02-16,1988,2,16,16.2,33.4,24.3,0.0,0.0
10864,"MENDOZA AERO, AR",AR000087418,1988-02-17,1988,2,17,17.7,36.8,25.9,0.0,0.0
10865,"MENDOZA AERO, AR",AR000087418,1988-02-18,1988,2,18,20.0,34.2,27.2,0.0,0.0
10866,"MENDOZA AERO, AR",AR000087418,1988-02-19,1988,2,19,18.3,34.0,26.7,0.0,0.0
10867,"MENDOZA AERO, AR",AR000087418,1988-02-20,1988,2,20,20.6,34.5,27.0,0.0,0.0
10868,"MENDOZA AERO, AR",AR000087418,1988-02-21,1988,2,21,19.5,30.7,25.9,0.0,0.0
10869,"MENDOZA AERO, AR",AR000087418,1988-02-22,1988,2,22,18.4,27.1,22.6,0.0,0.0
10870,"MENDOZA AERO, AR",AR000087418,1988-02-23,1988,2,23,17.4,30.5,23.2,0.0,0.0
10871,"MENDOZA AERO, AR",AR000087418,1988-02-24,1988,2,24,15.6,31.5,23.9,0.0,0.0
10872,"MENDOZA AERO, AR",AR000087418,1988-02-25,1988,2,25,19.5,31.1,25.1,0.0,0.0
10873,"MENDOZA AERO, AR",AR000087418,1988-02-26,1988,2,26,15.8,33.1,24.1,0.0,0.0
10874,"MENDOZA AERO, AR",AR000087418,1988-02-27,1988,2,27,17.1,30.2,23.2,3.0,0.0
10875,"MENDOZA AERO, AR",AR000087418,1988-02-28,1988,2,28,18.3,31.3,24.6,0.0,0.0
10876,"MENDOZA AERO, AR",AR000087418,1988-02-29,1988,2,29,16.0,25.6,20.1,0.0,0.0
10877,"MENDOZA AERO, AR",AR000087418,1988-03-01,1988,3,1,16.8,30.3,22.9,0.0,0.0
10878,"MENDOZA AERO, AR",AR000087418,1988-03-02,1988,3,2,20.2,30.7,24.9,0.0,0.0
10879,"MENDOZA AERO, AR",AR000087418,1988-03-03,1988,3,3,19.0,33.5,25.6,0.0,0.0
10880,"MENDOZA AERO, AR",AR000087418,1988-03-04,1988,3,4,21.7,30.0,26.2,0.0,0.0
10881,"MENDOZA AERO, AR",AR000087418,1988-03-05,1988,3,5,18.7,28.6,24.1,0.0,0.0
10882,"MENDOZA AERO, AR",AR000087418,1988-03-06,1988,3,6,17.2,22.6,20.6,0.0,0.0
10883,"MENDOZA AERO, AR",AR000087418,1988-03-07,1988,3,7,18.2,23.5,20.8,0.0,0.0
10884,"MENDOZA AERO, AR",AR000087418,1988-03-08,1988,3,8,18.6,28.7,22.0,4.1,0.0
10885,"MENDOZA AERO, AR",AR000087418,1988-03-09,1988,3,9,19.0,31.5,24.6,0.0,0.0
10886,"MENDOZA AERO, AR",AR000087418,1988-03-10,1988,3,10,12.2,20.0,18.4,29.0,0.0
10887,"MENDOZA AERO, AR",AR000087418,1988-03-11,1988,3,11,10.8,18.6,13.8,1.0,0.0
10888,"MENDOZA AERO, AR",AR000087418,1988-03-12,1988,3,12,12.0,23.8,16.9,0.3,0.0
10889,"MENDOZA AERO, AR",AR000087418,1988-03-13,1988,3,13,12.9,27.6,19.7,0.0,0.0
10890,"MENDOZA AERO, AR",AR000087418,1988-03-14,1988,3,14,13.9,30.1,21.7,0.0,0.0
10891,"MENDOZA AERO, AR",AR000087418,1988-03-15,1988,3,15,15.2,31.7,24.0,0.0,0.0
10892,"MENDOZA AERO, AR",AR000087418,1988-03-16,1988,3,16,14.1,33.0,24.1,0.0,0.0
10893,"MENDOZA AERO, AR",AR000087418,1988-03-17,1988,3,17,18.1,31.5,24.9,0.0,0.0
10894,"MENDOZA AERO, AR",AR000087418,1988-03-18,1988,3,18,15.9,32.5,24.2,0.0,0.0
10895,"MENDOZA AERO, AR",AR000087418,1988-03-19,1988,3,19,16.2,34.0,24.8,0.0,0.0
10896,"MENDOZA AERO, AR",AR000087418,1988-03-20,1988,3,20,18.2,31.1,24.9,0.0,0.0
10897,"MENDOZA AERO, AR",AR000087418,1988-03-21,1988,3,21,17.7,31.2,25.1,0.0,0.0
10898,"MENDOZA AERO, AR",AR000087418,1988-03-22,1988,3,22,19.7,30.0,24.4,0.0,0.0
10899,"MENDOZA AERO, AR",AR000087418,1988-03-23,1988,3,23,19.3,24.3,22.2,0.0,0.0
10900,"MENDOZA AERO, AR",AR000087418,1988-03-24,1988,3,24,11.5,26.6,19.1,0.0,0.0
10901,"MENDOZA AERO, AR",AR000087418,1988-03-25,1988,3,25,12.0,29.1,21.1,0.0,0.0
10902,"MENDOZA AERO, AR",AR000087418,1988-03-26,1988,3,26,19.2,24.6,21.9,0.0,0.0
10903,"MENDOZA AERO, AR",AR000087418,1988-03-27,1988,3,27,17.8,20.9,19.3,0.0,0.0
10904,"MENDOZA AERO, AR",AR000087418,1988-03-28,1988,3,28,16.7,24.5,19.6,0.0,0.0
10905,"MENDOZA AERO, AR",AR000087418,1988-03-29,1988,3,29,11.3,28.0,19.9,0.0,0.0
10906,"MENDOZA AERO, AR",AR000087418,1988-03-30,1988,3,30,15.7,28.5,21.4,0.0,0.0
10907,"MENDOZA AERO, AR",AR000087418,1988-03-31,1988,3,31,12.7,20.0,18.6,0.0,0.0
10908,"MENDOZA AERO, AR",AR000087418,1988-04-01,1988,4,1,9.7,25.3,17.1,0.0,0.0
10909,"MENDOZA AERO, AR",AR000087418,1988-04-02,1988,4,2,8.8,26.9,17.6,0.0,0.0
10910,"MENDOZA AERO, AR",AR000087418,1988-04-03,1988,4,3,10.4,29.4,20.3,0.0,0.0
10911,"MENDOZA AERO, AR",AR000087418,1988-04-04,1988,4,4,13.0,27.8,20.3,0.0,0.0
10912,"MENDOZA AERO, AR",AR000087418,1988-04-05,1988,4,5,12.8,29.0,20.5,0.0,0.0
10913,"MENDOZA AERO, AR",AR000087418,1988-04-06,1988,4,6,12.3,28.5,20.6,0.0,0.0
10914,"MENDOZA AERO, AR",AR000087418,1988-04-07,1988,4,7,15.0,21.1,18.8,0.0,0.0
10915,"MENDOZA AERO, AR",AR000087418,1988-04-08,1988,4,8,8.4,22.1,14.9,0.0,0.0
10916,"MENDOZA AERO, AR",AR000087418,1988-04-09,1988,4,9,8.1,25.0,15.7,0.0,0.0
10917,"MENDOZA AERO, AR",AR000087418,1988-04-10,1988,4,10,9.2,29.5,18.8,0.0,0.0
10918,"MENDOZA AERO, AR",AR000087418,1988-04-11,1988,4,11,11.0,28.5,19.9,0.0,0.0
10919,"MENDOZA AERO, AR",AR000087418,1988-04-12,1988,4,12,13.3,25.5,20.6,0.0,0.0
10920,"MENDOZA AERO, AR",AR000087418,1988-04-13,1988,4,13,12.1,26.7,19.2,0.0,0.0
10921,"MENDOZA AERO, AR",AR000087418,1988-04-14,1988,4,14,10.6,27.1,19.1,0.0,0.0
10922,"MENDOZA AERO, AR",AR000087418,1988-04-15,1988,4,15,11.8,23.0,18.8,0.0,0.0
10923,"MENDOZA AERO, AR",AR000087418,1988-04-16,1988,4,16,11.2,21.0,15.7,0.0,0.0
10924,"MENDOZA AERO, AR",AR000087418,1988-04-17,1988,4,17,6.2,23.0,14.6,0.0,0.0
10925,"MENDOZA AERO, AR",AR000087418,1988-04-18,1988,4,18,10.7,25.0,16.8,0.0,0.0
10926,"MENDOZA AERO, AR",AR000087418,1988-04-19,1988,4,19,12.7,18.7,16.4,0.0,0.0
10927,"MENDOZA AERO, AR",AR000087418,1988-04-20,1988,4,20,7.8,20.3,14.1,0.0,0.0
10928,"MENDOZA AERO, AR",AR000087418,1988-04-21,1988,4,21,8.2,22.5,15.6,0.0,0.0
10929,"MENDOZA AERO, AR",AR000087418,1988-04-22,1988,4,22,12.3,21.6,16.6,0.0,0.0
10930,"MENDOZA AERO, AR",AR000087418,1988-04-23,1988,4,23,12.7,23.5,17.8,0.0,0.0
10931,"MENDOZA AERO, AR",AR000087418,1988-04-24,1988,4,24,8.2,22.6,16.8,0.0,0.0
10932,"MENDOZA AERO, AR",AR000087418,1988-04-25,1988,4,25,11.6,19.8,16.5,0.0,0.0
10933,"MENDOZA AERO, AR",AR000087418,1988-04-26,1988,4,26,9.1,14.3,11.1,0.0,0.0
10934,"MENDOZA AERO, AR",AR000087418,1988-04-27,1988,4,27,7.2,10.2,8.7,0.0,0.0
10935,"MENDOZA AERO, AR",AR000087418,1988-04-28,1988,4,28,6.5,13.7,9.6,0.0,0.0
10936,"MENDOZA AERO, AR",AR000087418,1988-04-29,1988,4,29,7.7,14.8,10.8,0.5,0.0
10937,"MENDOZA AERO, AR",AR000087418,1988-04-30,1988,4,30,6.2,21.0,13.3,0.0,0.0
10938,"MENDOZA AERO, AR",AR000087418,1988-05-01,1988,5,1,5.5,20.9,12.9,0.0,0.0
10939,"MENDOZA AERO, AR",AR000087418,1988-05-02,1988,5,2,8.8,16.1,12.5,0.0,0.0
10940,"MENDOZA AERO, AR",AR000087418,1988-05-03,1988,5,3,9.1,12.2,11.1,0.0,0.0
10941,"MENDOZA AERO, AR",AR000087418,1988-05-04,1988,5,4,0.7,15.9,8.4,0.0,0.0
10942,"MENDOZA AERO, AR",AR000087418,1988-05-05,1988,5,5,3.2,14.6,8.5,0.0,0.0
10943,"MENDOZA AERO, AR",AR000087418,1988-05-06,1988,5,6,7.2,15.5,11.7,0.0,0.0
10944,"MENDOZA AERO, AR",AR000087418,1988-05-07,1988,5,7,5.2,17.1,11.4,0.0,0.0
10945,"MENDOZA AERO, AR",AR000087418,1988-05-08,1988,5,8,1.1,17.9,9.9,0.0,0.0
10946,"MENDOZA AERO, AR",AR000087418,1988-05-09,1988,5,9,6.3,19.5,11.6,0.0,0.0
10947,"MENDOZA AERO, AR",AR000087418,1988-05-10,1988,5,10,2.7,21.3,11.6,0.0,0.0
10948,"MENDOZA AERO, AR",AR000087418,1988-05-11,1988,5,11,5.8,16.9,11.4,0.0,0.0
10949,"MENDOZA AERO, AR",AR000087418,1988-05-12,1988,5,12,10.1,17.0,13.5,0.0,0.0
10950,"MENDOZA AERO, AR",AR000087418,1988-05-13,1988,5,13,7.6,19.2,13.3,0.0,0.0
10951,"MENDOZA AERO, AR",AR000087418,1988-05-14,1988,5,14,5.3,23.1,13.6,0.0,0.0
10952,"MENDOZA AERO, AR",AR000087418,1988-05-15,1988,5,15,6.7,20.7,13.5,0.0,0.0
10953,"MENDOZA AERO, AR",AR000087418,1988-05-16,1988,5,16,8.9,16.5,13.4,0.0,0.0
10954,"MENDOZA AERO, AR",AR000087418,1988-05-17,1988,5,17,4.2,19.5,10.8,0.0,0.0
10955,"MENDOZA AERO, AR",AR000087418,1988-05-18,1988,5,18,5.6,19.6,12.2,0.0,0.0
10956,"MENDOZA AERO, AR",AR000087418,1988-05-19,1988,5,19,9.5,15.8,12.2,0.0,0.0
10957,"MENDOZA AERO, AR",AR000087418,1988-05-20,1988,5,20,1.7,18.8,9.8,0.0,0.0
10958,"MENDOZA AERO, AR",AR000087418,1988-05-21,1988,5,21,1.7,20.5,9.8,0.0,0.0
10959,"MENDOZA AERO, AR",AR000087418,1988-05-22,1988,5,22,4.0,22.5,12.1,0.0,0.0
10960,"MENDOZA AERO, AR",AR000087418,1988-05-23,1988,5,23,2.6,18.5,11.8,0.0,0.0
10961,"MENDOZA AERO, AR",AR000087418,1988-05-24,1988,5,24,3.3,18.7,10.3,0.0,0.0
10962,"MENDOZA AERO, AR",AR000087418,1988-05-25,1988,5,25,1.6,18.5,9.1,0.0,0.0
10963,"MENDOZA AERO, AR",AR000087418,1988-05-26,1988,5,26,4.4,19.3,10.8,0.0,0.0
10964,"MENDOZA AERO, AR",AR000087418,1988-05-27,1988,5,27,7.6,13.2,10.8,0.0,0.0
10965,"MENDOZA AERO, AR",AR000087418,1988-05-28,1988,5,28,6.2,10.7,8.2,0.0,0.0
10966,"MENDOZA AERO, AR",AR000087418,1988-05-29,1988,5,29,4.3,7.1,5.9,0.0,0.0
10967,"MENDOZA AERO, AR",AR000087418,1988-05-30,1988,5,30,-2.3,9.5,4.1,0.0,0.0
10968,"MENDOZA AERO, AR",AR000087418,1988-05-31,1988,5,31,-3.9,11.9,3.3,0.0,0.0
10969,"MENDOZA AERO, AR",AR000087418,1988-06-01,1988,6,1,-0.2,13.1,5.6,0.0,0.0
10970,"MENDOZA AERO, AR",AR000087418,1988-06-02,1988,6,2,-3.0,14.4,6.3,0.0,0.0
10971,"MENDOZA AERO, AR",AR000087418,1988-06-03,1988,6,3,0.2,12.6,7.8,0.0,0.0
10972,"MENDOZA AERO, AR",AR000087418,1988-06-04,1988,6,4,-2.7,12.9,3.9,0.0,0.0
10973,"MENDOZA AERO, AR",AR000087418,1988-06-05,1988,6,5,-2.5,16.0,5.3,0.0,0.0
10974,"MENDOZA AERO, AR",AR000087418,1988-06-06,1988,6,6,-0.7,15.8,7.1,0.0,0.0
10975,"MENDOZA AERO, AR",AR000087418,1988-06-07,1988,6,7,0.9,16.0,7.6,0.0,0.0
10976,"MENDOZA AERO, AR",AR000087418,1988-06-08,1988,6,8,0.2,18.3,8.1,0.0,0.0
10977,"MENDOZA AERO, AR",AR000087418,1988-06-09,1988,6,9,2.2,16.5,8.7,0.0,0.0
10978,"MENDOZA AERO, AR",AR000087418,1988-06-10,1988,6,10,-0.2,16.5,8.6,0.0,0.0
10979,"MENDOZA AERO, AR",AR000087418,1988-06-11,1988,6,11,-1.1,17.4,8.7,0.0,0.0
10980,"MENDOZA AERO, AR",AR000087418,1988-06-12,1988,6,12,3.7,17.8,12.1,0.0,0.0
10981,"MENDOZA AERO, AR",AR000087418,1988-06-13,1988,6,13,0.1,16.2,8.9,0.0,0.0
10982,"MENDOZA AERO, AR",AR000087418,1988-06-14,1988,6,14,0.7,15.9,8.5,0.0,0.0
10983,"MENDOZA AERO, AR",AR000087418,1988-06-15,1988,6,15,-1.3,13.8,6.3,0.0,0.0
10984,"MENDOZA AERO, AR",AR000087418,1988-06-16,1988,6,16,-2.6,16.5,6.7,0.0,0.0
10985,"MENDOZA AERO, AR",AR000087418,1988-06-17,1988,6,17,6.8,11.7,9.5,0.0,0.0
10986,"MENDOZA AERO, AR",AR000087418,1988-06-18,1988,6,18,2.8,13.1,7.5,0.0,0.0
10987,"MENDOZA AERO, AR",AR000087418,1988-06-19,1988,6,19,-1.9,14.1,5.5,0.0,0.0
10988,"MENDOZA AERO, AR",AR000087418,1988-06-20,1988,6,20,1.3,15.4,7.9,0.0,0.0
10989,"MENDOZA AERO, AR",AR000087418,1988-06-21,1988,6,21,2.4,15.2,8.7,0.0,0.0
10990,"MENDOZA AERO, AR",AR000087418,1988-06-22,1988,6,22,0.2,17.7,8.0,0.0,0.0
10991,"MENDOZA AERO, AR",AR000087418,1988-06-23,1988,6,23,5.0,13.5,10.3,0.0,0.0
10992,"MENDOZA AERO, AR",AR000087418,1988-06-24,1988,6,24,-0.3,15.0,7.2,0.0,0.0
